Current Build;FAMILY;STATUS;PLATFORM;FLOW;SITE;USERNAME;TESTCASENAME;Error String;CR;notes;Reference Build;Reference Family;Reference Status;Reference Platform;Reference Flow;Reference Site;Reference User;Reference Error Message
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_27946_15;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_27946_2;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_27946_3;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_27946_4;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_27946_5;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_27946_6;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_27946_7;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_27946_8;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_27946_9;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_41941_0;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_41941_1;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_41941_10;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_41941_11;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_41941_12;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_41941_13;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_41941_14;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_41941_15;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_41941_2;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_41941_3;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_41941_4;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_41941_5;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_41941_6;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_41941_7;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_41941_8;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_usb2_device_41941_9;"ERROR: [Coretcl 2-197] Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a""";1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;" Could not find this IP in the IP Catalog: ""xilinx.com:ip:axi_usb2_device:3.01.a"""
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_vdma_v5_02_a11691_0;Error String Found - XCO-XCI Comparison see xco_xci_check.html;1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;Error String Found - XCO-XCI Comparison see xco_xci_check.html
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_vdma_v5_02_a21824_0;Error String Found - XCO-XCI Comparison see xco_xci_check.html;1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;Error String Found - XCO-XCI Comparison see xco_xci_check.html
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_vdma_v5_02_a24548_0;Error String Found - XCO-XCI Comparison see xco_xci_check.html;1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;Error String Found - XCO-XCI Comparison see xco_xci_check.html
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_vdma_v5_02_a30048_0;Error String Found - XCO-XCI Comparison see xco_xci_check.html;1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;Error String Found - XCO-XCI Comparison see xco_xci_check.html
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_vdma_v5_02_a37186_0;Error String Found - XCO-XCI Comparison see xco_xci_check.html;1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;Error String Found - XCO-XCI Comparison see xco_xci_check.html
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_vdma_v5_02_a61973_0;Error String Found - XCO-XCI Comparison see xco_xci_check.html;1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;Error String Found - XCO-XCI Comparison see xco_xci_check.html
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_vdma_v5_02_a78393_0;Error String Found - XCO-XCI Comparison see xco_xci_check.html;1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;Error String Found - XCO-XCI Comparison see xco_xci_check.html
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;axi_vdma_v5_02_a96156_0;Error String Found - XCO-XCI Comparison see xco_xci_check.html;1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;Error String Found - XCO-XCI Comparison see xco_xci_check.html
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;CO;HSHAH;chdec_v3_0_cqidec_d49453_1;time_sim.log or func_sim_ncdout.log file not found;1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;CO;HSHAH;time_sim.log or func_sim_ncdout.log file not found
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;CO;HSHAH;chdec_v3_0_cqidec_d49453_2;time_sim.log or func_sim_ncdout.log file not found;1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;CO;HSHAH;time_sim.log or func_sim_ncdout.log file not found
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;CO;HSHAH;chdec_v3_0_cqidec_d49453_3;time_sim.log or func_sim_ncdout.log file not found;1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;CO;HSHAH;time_sim.log or func_sim_ncdout.log file not found
14.2_0606;KINTEX7;FAIL;LIN64;COREGENIP;CO;HSHAH;chdec_v3_0_cqidec_d49453_4;time_sim.log or func_sim_ncdout.log file not found;1;;14.2_0605;KINTEX7;FAIL;LIN64;COREGENIP;CO;HSHAH;time_sim.log or func_sim_ncdout.log file not found
14.2_0606;KINTEX7;FAIL;LIN64;COREGENIP;CO;HSHAH;chdec_v3_0_cqidec_work_d60719_0;time_sim.log or func_sim_ncdout.log file not found;1;;14.2_0605;KINTEX7;FAIL;LIN64;COREGENIP;CO;HSHAH;time_sim.log or func_sim_ncdout.log file not found
14.2_0606;ZYNQ;FAIL;LIN64;COREGENIP;CO;HSHAH;chdec_v3_0_tbdec_d24121_1;time_sim.log or func_sim_ncdout.log file not found;1;;14.2_0605;ZYNQ;FAIL;LIN64;COREGENIP;CO;HSHAH;time_sim.log or func_sim_ncdout.log file not found
14.2_0606;ARTIX7L;FAIL;LIN64;COREGENIP;CO;HSHAH;chdec_v3_0_tbdec_d24121_2;time_sim.log or func_sim_ncdout.log file not found;1;;14.2_0605;ARTIX7L;FAIL;LIN64;COREGENIP;CO;HSHAH;time_sim.log or func_sim_ncdout.log file not found
14.2_0606;ZYNQ;FAIL;LIN64;COREGENIP;CO;HSHAH;chdec_v3_0_tbdec_d24121_4;time_sim.log or func_sim_ncdout.log file not found;1;;14.2_0605;ZYNQ;FAIL;LIN64;COREGENIP;CO;HSHAH;time_sim.log or func_sim_ncdout.log file not found
14.2_0606;VIRTEX7L;PASS;LIN64;COREGENIP;IN;KARTHEE;design10_89937_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;VIRTEX7L;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;KINTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE;design12_87950_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;KINTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;KINTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE;design13_11582_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;KINTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;KINTEX7L;PASS;LIN64;COREGENIP;IN;KARTHEE;design14_64312_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;KINTEX7L;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;KINTEX7L;PASS;LIN64;COREGENIP;IN;KARTHEE;design15_97094_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;KINTEX7L;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;KINTEX7L;PASS;LIN64;COREGENIP;IN;KARTHEE;design16_18454_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;KINTEX7L;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;KINTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE;design17_16600_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;KINTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;KINTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE;design19_74953_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;KINTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;VIRTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE;design1_73114_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;VIRTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;KINTEX7L;PASS;LIN64;COREGENIP;IN;KARTHEE;design20_96377_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;KINTEX7L;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;VIRTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE;design2_51721_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;VIRTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;VIRTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE;design3_99160_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;VIRTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;VIRTEX7L;PASS;LIN64;COREGENIP;IN;KARTHEE;design5_96297_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;VIRTEX7L;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;VIRTEX7L;PASS;LIN64;COREGENIP;IN;KARTHEE;design6_26553_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;VIRTEX7L;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;VIRTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE;design7_77235_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;VIRTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;VIRTEX7L;PASS;LIN64;COREGENIP;IN;KARTHEE;design8_46940_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;VIRTEX7L;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;VIRTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE;design9_32869_0;ERROR: [Vivado 12-1326] Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.;1;;14.2_0605;VIRTEX7;PASS;LIN64;COREGENIP;IN;KARTHEE; Parameter properties are not supported on legacy IP. Please convert from legacy to native IP if applicable.
14.2_0606;KINTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;dual_enhanced_mode76752_0;ERROR: [Synth 8-3302] unable to open file './mode_1_memory_1_wb.mif' in 'r' mode [/proj/xbuilds/14.2_0606/ISE/coregen/ip/xilinx/primary/com/xilinx/ip/dist_mem_gen_v6_4/rom/rom.vhd:162] ;1;;14.2_0605;KINTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; 
14.2_0606;KINTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;dual_legacy_mode56010_0;ERROR: [Synth 8-3302] unable to open file './mode_1_memory_0_mixed.mif' in 'r' mode [/proj/xbuilds/14.2_0606/ISE/coregen/ip/xilinx/primary/com/xilinx/ip/dist_mem_gen_v6_4/rom/rom.vhd:162] ;1;;14.2_0605;KINTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; 
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;dual_legacy_mode56010_1;ERROR: [Synth 8-3302] unable to open file './mode_1_memory_1_wb.mif' in 'r' mode [/proj/xbuilds/14.2_0606/ISE/coregen/ip/xilinx/primary/com/xilinx/ip/dist_mem_gen_v6_4/rom/rom.vhd:162] ;1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; 
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;dual_legacy_mode56010_2;ERROR: [Synth 8-3302] unable to open file './mode_1_memory_2_nm.mif' in 'r' mode [/proj/xbuilds/14.2_0606/ISE/coregen/ip/xilinx/primary/com/xilinx/ip/dist_mem_gen_v6_4/rom/rom.vhd:162] ;1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; 
14.2_0606;KINTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;epc_def_bvt_focused_prh3_34620_0;ERROR: [Common 17-161] Invalid option value 'out_of_contex' specified for 'mode'. ;1;;14.2_0605;KINTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; Invalid option value 'out_of_contex' specified for 'mode'. 
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;epc_def_bvt_focused_prh3_34620_1;ERROR: [Common 17-161] Invalid option value 'out_of_contex' specified for 'mode'. ;1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; Invalid option value 'out_of_contex' specified for 'mode'. 
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;epc_def_bvt_focused_prh3_34620_2;ERROR: [Common 17-161] Invalid option value 'out_of_contex' specified for 'mode'. ;1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; Invalid option value 'out_of_contex' specified for 'mode'. 
14.2_0606;KINTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;epc_def_bvt_focused_prh3_34620_4;ERROR: [Common 17-161] Invalid option value 'out_of_contex' specified for 'mode'. ;1;;14.2_0605;KINTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; Invalid option value 'out_of_contex' specified for 'mode'. 
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;epc_def_bvt_focused_prh3_34620_5;ERROR: [Common 17-161] Invalid option value 'out_of_contex' specified for 'mode'. ;1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; Invalid option value 'out_of_contex' specified for 'mode'. 
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;epc_def_bvt_focused_prh3_34620_6;ERROR: [Common 17-161] Invalid option value 'out_of_contex' specified for 'mode'. ;1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; Invalid option value 'out_of_contex' specified for 'mode'. 
14.2_0606;KINTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;epc_def_focused_prh1_31230_0;ERROR: [Common 17-161] Invalid option value 'out_of_contex' specified for 'mode'. ;1;;14.2_0605;KINTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; Invalid option value 'out_of_contex' specified for 'mode'. 
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;epc_def_focused_prh1_31230_1;ERROR: [Common 17-161] Invalid option value 'out_of_contex' specified for 'mode'. ;1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; Invalid option value 'out_of_contex' specified for 'mode'. 
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;epc_def_focused_prh1_31230_2;ERROR: [Common 17-161] Invalid option value 'out_of_contex' specified for 'mode'. ;1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; Invalid option value 'out_of_contex' specified for 'mode'. 
14.2_0606;KINTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;epc_def_focused_prh2_82866_0;ERROR: [Common 17-161] Invalid option value 'out_of_contex' specified for 'mode'. ;1;;14.2_0605;KINTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; Invalid option value 'out_of_contex' specified for 'mode'. 
14.2_0606;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;epc_def_focused_prh2_82866_1;ERROR: [Common 17-161] Invalid option value 'out_of_contex' specified for 'mode'. ;1;;14.2_0605;VIRTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; Invalid option value 'out_of_contex' specified for 'mode'. 
14.2_0606;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;epc_def_focused_prh2_82866_2;ERROR: [Common 17-161] Invalid option value 'out_of_contex' specified for 'mode'. ;1;;14.2_0605;ARTIX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; Invalid option value 'out_of_contex' specified for 'mode'. 
14.2_0606;KINTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE;epc_def_focused_prh4_23168_0;ERROR: [Common 17-161] Invalid option value 'out_of_contex' specified for 'mode'. ;1;;14.2_0605;KINTEX7;FAIL;LIN64;COREGENIP;IN;KARTHEE; Invalid option value 'out_of_contex' specified for 'mode'. 
